ID;AgnosDirec;AgnosEmpleo;DeudaExt;DeudaInt;Edad;Ingreso;Ingreso2;Nacionalidad;NivelEdu;VarObj
100742;25;13;6439,09;386,53;37;46978,51;34041,14333;N;SupInc;N
100743;11;3;1921,75;148,20;51;59033,60;53611,68052;N;SupInc;N
100744;1;2;1815,43;2406,88;26;34971,60;32937,27425;N;SupInc;S
100745;2;5;2246,09;1409,67;58;38938,51;27081,81892;N;SupInc;N
100746;0;0;406,94;47,39;48;26590,52;26350,4081;N;SupCom;N
100747;1;0;1096,35;104,16;18;12442,52;11528,88201;N;SupInc;S
100748;0;5;520,16;105,36;30;21866,51;18077,25753;N;Bas;N
100749;5;2;1902,00;366,51;39;39234,60;37422,2508;N;SupCom;N
100750;8;6;2274,03;4098,58;43;81938,58;68309,49795;N;Med;S
100751;9;8;2860,59;1046,88;26;34845,80;27158,83257;N;SupInc;N
100752;1;4;3176,67;2072,81;33;25718,16;22074,91802;N;SupCom;S
100753;38;44;3128,13;4500,72;62;152352,37;109347,2831;N;SupInc;N
100754;21;10;1621,28;885,30;39;47832,05;34823,33415;N;SupCom;N
100755;17;10;2283,49;4521,17;49;48206,53;39138,79276;N;SupCom;S
100756;4;9;2234,71;791,75;38;67689,92;48749,25849;N;Med;N
100757;22;18;21893,09;41788,67;62;127030,82;88082,79416;N;SupCom;S
100758;1;4;3663,54;960,10;22;54122,20;45246,28291;N;SupInc;S
100759;13;13;3395,19;3773,50;43;75347,39;54779,24417;N;SupInc;N
100760;9;2;1210,98;422,00;60;27352,15;21425,37747;N;Med;N
100761;0;0;971,30;204,45;42;10546,73;7992,231106;N;SupInc;N
100762;33;28;1470,05;1031,99;46;127472,24;105291,3449;N;SupInc;N
100763;5;12;17062,36;4587,43;45;81482,89;74069,61547;N;SupCom;S
100764;12;8;1455,86;1215,43;26;50519,66;43012,35362;N;SupInc;N
100765;5;6;1867,71;379,26;49;36781,82;29111,72489;N;Posg;N
100766;19;11;6045,20;23124,39;58;47618,56;46990,82906;N;SupInc;S
100767;21;11;4577,52;1498,68;55;32374,40;25914,53388;N;SupCom;N
100768;1;3;361,78;71,33;50;7739,65;7125,909764;N;SupCom;N
100769;2;2;891,85;834,65;30;23258,42;15910,44822;N;SupCom;S
100770;9;8;3558,06;2287,28;33;39033,41;37338,54157;N;SupInc;N
100771;8;5;1225,07;660,74;48;44444,65;31052,47881;N;Bas;N
100772;6;3;3084,38;498,44;24;40057,17;36042,36556;N;SupInc;N
100773;6;2;677,35;1375,28;20;104929,90;70293,70468;N;SupInc;N
100774;22;14;12836,36;1746,10;32;118777,61;115795,9775;N;Med;N
100775;7;9;12767,21;5046,29;41;90242,84;71670,98077;N;Med;S
100776;14;21;8409,05;2697,55;40;121656,52;87047,38391;N;Bas;N
100777;9;10;543,25;411,95;34;23270,25;19180,01536;N;SupInc;N
100778;7;3;1843,99;2516,47;38;76368,61;62831,0376;N;SupCom;S
100779;18;9;1429,09;645,97;27;48898,67;46755,47209;N;SupInc;N
100780;11;4;508,87;314,98;29;44259,76;44048,69871;N;SupInc;N
100781;4;7;5418,56;846,32;42;89364,20;60325,37038;N;SupInc;N
100782;7;4;521,08;160,96;27;38430,55;30252,34718;N;SupInc;N
100783;22;8;2888,78;1614,56;53;70625,78;58491,22923;N;SupCom;N
100784;2;1;535,32;187,32;65;20369,61;15714,97904;N;SupInc;N
100785;16;19;3215,67;4561,96;45;164716,50;148699,057;N;SupInc;N
100786;0;0;277,14;89,02;26;28599,08;21008,86306;N;SupCom;N
100787;2;0;1540,39;401,47;30;18695,17;14922,28839;N;Med;N
100788;1;6;7043,09;1255,59;27;31171,63;26847,86385;N;SupCom;S
100789;12;18;1232,43;921,41;41;98973,94;66776,82847;N;SupCom;N
100790;4;4;4121,91;879,34;33;62072,79;59368,30532;N;SupInc;N
100791;1;1;1397,55;535,99;24;28325,86;23132,6651;N;SupCom;S
100792;4;1;281,72;485,12;41;15631,67;10811,91599;N;SupInc;S
100793;27;19;35393,01;2376,87;41;162073,66;138772,0988;N;SupInc;N
100794;16;4;561,35;697,20;22;136703,86;94615,83837;N;SupCom;N
100795;3;4;1022,33;302,91;29;21650,34;14693,65997;N;SupInc;N
100796;8;1;881,03;1207,48;36;30178,69;22267,20604;N;SupCom;S
100797;4;7;2296,81;1269,32;41;75141,09;63481,68734;N;Med;N
100798;4;7;5831,55;2773,52;36;40104,98;27246,59772;N;SupInc;S
100799;1;1;1417,98;236,43;21;26338,91;25813,99168;N;SupCom;S
100800;0;0;751,97;60,10;32;12447,88;10234,27566;N;SupCom;N
100801;3;3;687,31;147,67;44;12612,52;10055,06203;N;Posg;N
100802;28;37;16624,88;2704,92;56;127037,07;95523,08093;N;SupInc;N
100803;7;9;2692,36;2050,67;56;75807,33;66980,39636;N;Bas;N
100804;0;1;300,32;65,83;36;13677,14;13428,34301;N;SupInc;N
100805;7;9;3761,71;3059,59;41;53390,52;40525,09228;N;Med;S
100806;4;11;2315,15;858,98;40;78392,99;52580,02305;N;SupInc;N
100807;0;1;499,96;450,35;26;25753,78;21859,14115;N;SupInc;N
100808;4;7;1476,94;766,36;35;41638,42;40839,72062;N;Bas;N
100809;8;4;6889,36;2904,48;38;64460,33;63148,7807;N;SupCom;S
100810;3;10;1163,01;705,09;41;54717,70;51330,67163;N;SupInc;N
100811;2;2;2288,66;655,02;44;30495,93;28562,14212;N;SupInc;N
100812;8;3;862,59;402,71;28;42405,35;39832,15507;N;SupCom;N
100813;5;8;9363,79;9066,30;46;118547,58;113167,1595;N;SupInc;S
100814;4;3;1077,80;146,13;52;21570,42;19717,42787;N;Bas;N
100815;3;1;658,90;122,01;44;13277,72;12096,21881;N;SupCom;N
100816;1;2;446,06;42,06;45;8667,98;7226,48295;N;SupInc;N
100817;25;20;34122,25;14854,89;65;169297,57;115387,9827;N;SupInc;N
100818;3;2;3239,47;1328,31;29;33800,91;32439,59335;N;Med;S
100819;23;21;4418,03;2272,19;47;111941,65;94649,95912;N;SupInc;N
100820;4;14;1962,12;1125,56;37;144605,37;143112,4563;N;Med;N
100821;3;3;7220,91;1689,06;40;88456,21;65564,94394;N;Posg;N
100822;23;11;1374,66;926,67;;37680,85;33343,04083;N;Bas;N
100823;5;3;1189,41;326,68;40;27610,99;22205,53889;N;SupInc;N
100824;4;6;1603,71;609,37;61;36417,29;27529,27311;N;SupInc;N
100825;0;2;679,66;247,93;52;18281,88;13854,27712;N;SupCom;N
100826;5;1;608,16;104,93;37;14471,14;11075,44931;N;SupInc;N
100827;10;8;2119,94;868,42;26;84569,02;75845,27852;N;Med;N
100828;4;13;17987,82;11802,45;40;166503,66;116531,5707;N;SupInc;N
100829;7;17;3008,27;1277,00;35;95424,61;91485,2586;N;SupInc;N
100830;8;14;1657,56;379,21;35;40610,31;38774,77557;N;SupInc;N
100831;8;12;4085,66;2226,71;41;51737,32;36051,69401;N;SupCom;N
100832;2;8;1656,57;274,94;30;24341,36;22529,45069;N;SupInc;N
100833;1;1;2039,52;665,62;23;28649,16;26330,40402;N;SupCom;S
100834;4;4;1034,65;405,14;41;32540,52;27410,9381;N;SupInc;N
100835;3;13;2744,30;1620,52;35;73765,89;56020,02704;N;SupCom;N
100836;2;1;3144,96;1299,24;26;51372,11;36329,04216;N;Posg;S
100837;0;1;364,06;156,52;44;25173,93;22218,63846;N;Med;N
100838;3;0;1490,35;468,12;52;36994,82;27858,83837;N;SupInc;N
100839;10;20;2443,00;1760,10;45;68913,47;51543,79998;N;SupCom;N
100840;10;4;2185,17;604,15;48;48376,99;41089,99921;N;SupInc;N
100841;0;5;2680,80;786,21;25;48127,73;39398,6928;N;SupCom;N
100842;4;20;7197,96;2547,97;40;113430,06;91839,43509;N;Posg;N
100843;20;13;5344,20;1449,04;43;37926,46;34209,33782;N;SupInc;N
100844;6;19;3633,36;3495,34;48;52939,27;45453,86499;N;Med;N
100845;11;22;11241,33;2264,08;45;106612,71;81767,71505;N;Bas;N
100846;31;25;87089,40;18273,16;43;520517,82;513618,5889;N;Med;N
100847;11;21;3814,27;1315,17;40;123966,51;113384,5588;N;Posg;N
100848;1;2;1406,09;553,89;31;64688,13;59841,86743;N;SupCom;N
100849;4;1;1307,81;1088,80;34;49374,09;37147,11344;N;Med;S
100850;4;4;1324,56;950,02;42;75796,16;52078,84417;N;SupCom;N
100851;4;2;2898,85;737,60;29;29528,83;29331,52576;N;Bas;S
100852;5;11;29535,83;7162,59;39;154863,99;109215,5521;N;Med;S
100853;4;6;370,52;753,41;29;53347,57;39470,43994;N;SupInc;N
100854;1;10;2438,90;1321,13;40;58198,68;47490,09746;N;Med;N
100855;15;16;20208,22;1085,33;34;110504,83;104455,1424;N;Posg;N
100856;22;4;8329,07;3332,27;22;92792,31;71180,47868;N;SupCom;N
100857;2;1;128,31;179,47;36;9537,67;7408,601198;N;SupCom;N
100858;15;5;910,59;117,74;39;28037,75;22542,9127;N;SupCom;N
100859;3;13;2068,84;1722,44;47;38018,43;32448,65005;N;SupCom;N
100860;8;1;2673,74;1841,73;35;60531,01;41863,6341;N;Med;S
100861;4;9;3523,67;3374,65;30;69439,76;59977,84333;N;SupCom;N
100862;6;5;3330,86;2829,55;32;41921,64;30090,19327;N;Med;S
100863;3;9;1753,60;864,64;41;98377,22;89863,90819;N;SupInc;N
100864;20;20;9823,95;2916,39;38;129449,05;88040,25598;N;SupCom;N
100865;4;7;2640,33;1037,47;48;68839,49;53808,77284;N;SupCom;N
100866;6;16;2485,31;361,48;35;86884,56;67146,55774;N;Med;N
100867;31;18;7005,42;5689,70;45;146344,72;131115,9333;N;Bas;N
100868;6;14;5283,85;1107,82;35;61153,99;59139,7765;N;SupInc;N
100869;8;2;348,94;65,03;51;18591,96;16433,46181;N;Bas;N
100870;17;18;4568,84;1074,18;58;71407,31;48028,30071;N;SupInc;N
100871;7;4;2724,30;295,66;38;59832,57;47875,56997;N;Posg;N
100872;0;1;1070,33;385,84;34;29437,68;23362,62235;N;Med;N
100873;4;8;1477,41;326,02;60;34931,90;29489,56526;N;SupInc;N
100874;17;7;4006,40;532,88;46;41472,01;32670,10485;N;Med;N
100875;35;13;11993,21;2583,45;44;147590,45;115836,9726;N;SupCom;N
100876;6;7;1532,53;855,79;35;26468,70;22936,2231;N;SupInc;N
100877;16;17;9048,47;4024,90;36;112057,62;106424,3251;N;SupCom;N
100878;1;1;375,34;620,53;29;59085,85;48178,03124;N;Med;N
100879;20;19;31343,91;16606,52;42;236037,34;222142,2324;N;Posg;N
100880;2;7;429,05;402,06;48;62962,62;48570,38945;N;Bas;N
100881;6;5;2271,00;1085,82;41;31600,91;23236,47011;N;SupInc;S
100882;9;11;1869,07;1839,63;32;51066,54;45389,9485;N;Bas;N
100883;0;0;799,82;408,77;35;32490,69;31891,35986;N;Bas;N
100884;6;3;651,21;812,60;21;36079,95;28442,97215;N;Posg;N
100885;3;6;3518,83;1077,16;47;49515,91;39121,14369;N;Med;N
100886;18;17;5348,19;1343,51;35;112646,93;99481,603;N;Posg;N
100887;2;1;677,46;261,74;39;50970,27;37504,72259;N;Bas;N
100888;3;3;1594,79;1048,98;37;81658,27;68128,65088;N;SupCom;N
100889;5;1;2143,85;1320,03;20;43350,21;34020,40262;N;SupCom;N
100890;2;2;7450,02;2137,98;26;23200,91;16510,32162;N;SupCom;S
100891;20;22;18640,32;5362,86;40;134747,39;106347,0889;N;SupCom;N
100892;15;6;5488,76;1847,68;51;60172,58;52933,84622;N;SupCom;N
100893;3;1;1026,62;497,76;26;37107,97;32140,05319;N;SupCom;S
100894;19;41;6747,45;2822,05;62;58330,71;42600,17443;N;SupInc;N
100895;3;2;1500,96;1506,88;27;29784,33;27281,82345;N;SupInc;S
100896;1;8;1820,74;1126,89;28;63682,19;54227,15308;N;Med;N
100897;4;8;1171,20;240,78;41;26758,70;18880,53734;N;SupInc;N
100898;3;2;1305,60;282,58;49;29511,46;26922,34182;N;SupInc;N
100899;6;22;5108,74;2757,37;40;144301,90;138162,4314;N;Med;N
100900;4;2;2476,12;6029,22;44;69969,15;51014,57915;N;SupCom;S
100901;1;15;10987,04;3319,85;33;82510,85;66981,9181;N;Med;N
100902;2;2;359,94;148,75;50;11306,71;9805,57176;N;SupInc;N
100903;8;3;1880,41;478,97;22;36268,77;35458,90522;N;Bas;N
100904;7;7;5745,99;1377,52;36;69417,89;51317,58147;N;SupInc;N
100905;6;10;7708,71;1789,92;35;72664,84;66828,61768;N;Med;N
100906;16;10;8514,54;15236,04;53;53743,74;46474,51404;N;SupInc;S
100907;3;3;695,73;163,18;35;33332,39;25529,45749;N;SupInc;N
100908;1;5;2342,43;806,92;40;57765,02;56339,97636;N;SupCom;N
100909;16;7;4489,44;1700,08;49;104184,29;86456,57325;N;Med;N
100910;5;7;477,09;412,41;33;38328,51;37858,27994;N;SupCom;N
100911;1;1;1906,15;557,45;41;21301,45;17502,89127;N;SupInc;N
100912;1;1;1011,74;219,18;38;20480,88;16639,39159;N;Bas;N
100913;3;2;7329,07;4234,88;30;66045,25;62817,11492;N;SupCom;S
100914;2;9;3129,45;917,96;43;;0;N;Med;N
100915;2;3;1179,72;476,57;23;20291,59;17826,72704;N;Med;S
100916;12;2;4285,58;18542,31;20;207680,59;148643,3211;N;SupInc;N
100917;6;13;1676,75;736,21;49;108249,91;83276,76016;N;Med;N
100918;11;6;2083,90;460,22;34;65032,49;43790,56838;N;SupCom;N
100919;21;21;11371,44;2088,85;64;145634,92;105226,5374;N;SupCom;N
100920;2;9;790,43;317,35;33;42260,79;38273,92866;N;SupCom;N
100921;17;15;3321,89;2726,71;38;129234,42;96619,16805;N;SupInc;N
100922;19;15;11458,38;1218,53;33;73669,44;66367,09678;N;SupCom;N
100923;12;4;3063,02;1198,22;45;28120,64;27386,17491;N;Med;S
100924;1;3;812,10;485,80;45;57033,95;49396,18016;N;SupCom;N
100925;22;4;1900,50;451,17;22;95445,56;94221,04375;N;SupInc;N
100926;4;1;430,33;314,36;35;28515,48;21431,56926;N;Posg;N
100927;0;0;540,44;209,24;21;26041,56;18570,16032;N;SupCom;S
100928;4;21;26720,21;2112,54;57;149312,78;111025,1312;N;SupInc;N
100929;5;11;1084,45;1214,75;35;50696,10;33854,26222;N;Bas;N
100930;5;7;3947,49;1801,83;25;64626,28;53965,45131;N;SupCom;N
100931;4;4;1457,96;310,56;22;56587,68;40342,59434;N;SupInc;N
100932;2;2;1949,25;373,98;26;30370,68;20492,96414;N;SupInc;N
100933;8;3;1216,82;419,55;45;59283,50;53882,70668;N;Med;N
100934;0;0;518,93;351,03;43;27654,72;27357,15033;N;SupInc;N
100935;4;1;380,74;45,70;64;11474,41;11150,74972;N;SupInc;N
100936;6;13;677,64;292,13;39;34268,54;32776,88903;N;SupCom;N
100937;3;0;470,53;430,92;26;13815,97;10290,91055;N;SupInc;S
100938;7;12;4743,71;1052,67;32;51848,78;50380,93881;N;SupCom;N
100939;3;5;235,97;185,88;45;47017,63;39883,55644;N;Med;N
100940;5;4;6321,13;885,42;48;54541,76;38097,53673;N;SupInc;N
100941;2;11;1930,59;411,13;39;56889,84;42336,17811;N;SupInc;N
100942;6;4;1427,36;815,83;25;87583,38;59653,69696;N;SupCom;N
100943;1;1;85,75;45,33;49;10687,47;9162,253245;N;Med;N
100944;4;1;1075,07;741,76;26;25881,34;22009,08971;N;SupCom;S
100945;1;3;1862,47;673,60;41;47696,05;42158,70215;N;SupCom;N
100946;10;6;1921,78;604,26;35;52736,36;52376,97017;N;SupInc;N
100947;11;10;19662,40;3613,62;28;120259,80;115613,9447;N;SupCom;N
100948;5;5;448,44;238,14;23;14858,36;13730,69422;N;SupCom;N
100949;4;2;1647,59;1043,78;27;28036,82;25118,25543;N;SupCom;S
100950;4;12;3250,90;1023,16;37;53226,71;43026,23936;N;Bas;N
100951;27;10;4710,97;2508,93;35;144870,59;116642,2151;N;Med;N
100952;2;2;1128,50;1282,03;32;76768,22;52351,78999;N;SupCom;N
100953;2;7;1206,28;868,59;37;40676,13;27774,42884;N;Med;N
100954;4;7;358,76;130,89;34;18793,57;13432,71878;N;Bas;N
100955;4;1;4141,82;2489,85;46;50244,61;48997,88242;N;SupInc;N
100956;22;16;5019,69;1648,18;36;43539,57;30635,03521;N;SupInc;N
100957;2;3;2869,35;870,46;37;45485,31;43523,14776;N;Med;N
100958;5;9;1939,42;559,32;37;66390,72;66301,87142;N;Bas;N
100959;28;10;1638,72;2229,41;28;65028,35;62484,8686;N;Med;N
100960;12;20;9200,00;3269,53;38;144968,37;97316,62358;N;SupCom;N
100961;4;8;2047,44;887,62;26;85508,39;77354,35387;N;SupInc;N
100962;22;17;4268,34;935,35;42;55519,69;46112,24393;N;SupInc;N
100963;3;2;721,93;291,29;36;26052,89;21734,85966;N;SupCom;N
100964;15;16;10669,41;4063,03;53;71109,76;60445,92415;N;Bas;S
100965;7;1;1863,56;1295,65;44;46066,86;34385,36041;N;Bas;S
100966;3;7;2634,05;4032,85;41;63435,41;48618,18644;N;SupInc;N
100967;0;0;447,00;101,47;35;26230,70;20812,67948;N;SupInc;N
100968;3;6;3186,16;324,23;49;20222,38;19590,32504;N;Med;N
100969;16;15;10341,72;3310,35;61;113208,13;86522,39242;N;Posg;N
100970;1;7;2828,10;799,49;42;29877,14;27160,06072;N;SupCom;N
100971;12;2;2094,44;1324,33;20;34375,78;32847,94663;N;Med;N
100972;5;11;1133,15;617,87;41;131952,35;87994,17271;N;SupInc;N
100973;5;7;3561,59;982,70;35;110554,92;100721,2687;N;Bas;N
100974;2;1;632,31;137,25;27;17610,73;12717,98688;N;Med;S
100975;9;5;15323,60;7685,78;45;118037,23;96605,7195;N;SupCom;S
100976;0;0;1182,33;164,32;28;31265,66;24082,6587;N;Bas;N
100977;13;11;3530,88;1245,64;46;55691,43;46763,2119;N;Med;N
100978;15;9;3120,76;4618,52;27;48827,06;32774,80771;N;Med;N
100979;1;2;861,49;203,91;35;22167,61;14847,73092;N;Bas;N
100980;39;27;80635,09;190648,85;71;249434,74;239992,7899;N;SupInc;S
100981;3;2;2262,18;429,15;41;27621,05;22393,98384;N;Posg;N
100982;10;10;1804,60;724,65;51;60843,18;40834,91029;N;Med;N
100983;9;10;25059,29;5823,69;28;94446,74;70555,85673;N;Posg;N
100984;5;8;3929,77;2264,78;28;64611,38;60928,31193;N;Posg;S
100985;6;15;1072,70;813,29;42;58927,68;49534,75723;N;SupInc;N
100986;4;1;1045,08;457,66;23;21191,29;18851,84539;N;SupCom;N
100987;15;11;6541,31;2254,02;41;49726,49;42054,93806;N;Bas;N
100988;0;1;1322,58;1249,19;25;35743,81;28420,49465;N;SupInc;N
100989;4;5;1488,05;669,95;30;20592,59;17185,69285;N;SupInc;N
100990;9;6;10223,10;2357,15;32;94685,88;93520,5762;N;SupCom;N
100991;11;14;2199,35;3656,73;40;104626,32;93180,41135;N;SupCom;N
100992;32;15;11834,16;5038,28;33;110169,07;86692,36959;N;SupCom;N
100993;1;2;1649,86;178,39;43;22281,65;17741,80902;N;Posg;N
100994;5;4;1774,11;252,99;35;37432,53;25164,0851;N;SupInc;N
100995;1;1;1233,44;206,14;46;30242,29;21152,30704;N;SupInc;N
100996;4;4;1713,64;3896,92;38;35075,24;28317,50557;N;Med;S
100997;5;5;1658,26;228,53;37;19254,76;19028,99402;N;Bas;N
100998;9;10;4788,43;862,83;40;44940,03;37839,66969;N;SupInc;N
100999;5;3;2241,92;274,60;54;57248,69;46486,08872;N;Med;N
101000;2;1;1716,41;2075,36;28;33296,49;28911,97646;N;SupCom;S
101001;4;17;12576,31;4709,60;38;96859,61;94854,88734;N;Bas;N
101002;2;1;1800,11;1214,17;27;128224,10;111129,9453;N;SupCom;N
101003;0;2;1377,49;1022,08;24;55422,11;47617,21955;N;SupCom;S
101004;12;9;8515,75;14460,64;45;103395,34;99994,37362;N;SupInc;S
101005;2;8;784,02;320,19;38;34556,68;24427,50416;N;SupCom;N
101006;21;7;695,22;867,82;29;32874,98;22860,44953;N;SupInc;N
101007;11;17;2072,65;1266,98;40;55749,33;49854,09876;N;SupInc;N
101008;10;9;4758,23;884,48;34;48324,75;45680,4166;N;SupCom;N
101009;9;10;10577,97;10948,73;48;90547,64;68142,48412;N;SupCom;S
101010;2;3;1398,46;1968,03;21;114152,35;112069,5893;N;SupCom;N
101011;1;1;1431,36;227,56;54;24875,11;23518,92724;N;SupCom;N
101012;2;2;7303,14;1318,68;40;58729,81;45295,81743;N;Bas;N
101013;0;0;698,55;228,72;32;14182,78;12681,80666;N;SupCom;N
101014;0;0;1061,22;543,59;25;18928,68;12959,74291;N;SupInc;N
101015;11;9;1447,13;1242,64;45;89134,98;86175,37758;N;Bas;N
101016;7;9;1296,58;286,21;42;45773,21;39884,39775;N;SupInc;N
101017;3;5;4385,91;2793,54;23;60241,15;49792,95385;N;SupCom;N
101018;4;2;4002,25;2580,82;31;38512,68;32885,69232;N;SupCom;S
101019;7;3;4351,68;2791,37;21;128078,39;117905,426;N;SupCom;N
101020;3;2;1393,87;124,00;27;21184,57;18071,66216;N;SupCom;N
101021;1;1;145,89;165,64;51;10518,55;9065,779109;N;Med;N
101022;25;13;6464,04;1083,02;31;54992,72;54584,97915;N;SupInc;N
101023;7;5;1615,85;743,61;36;52909,42;48196,16005;N;SupCom;N
101024;5;8;1975,93;960,22;47;40760,52;29042,07655;N;Med;N
101025;16;5;4121,34;479,20;41;46343,06;32804,08121;N;SupCom;N
101026;6;4;1262,08;593,55;40;44229,94;34002,13161;N;SupCom;N
101027;2;0;872,93;98,93;39;26996,99;18801,87329;N;SupInc;N
101028;10;7;4652,77;2411,22;25;125325,93;121380,3834;N;SupCom;N
101029;4;1;223,14;367,88;25;23889,09;22308,08523;N;Med;N
101030;6;24;4255,77;1602,85;42;212700,10;168507,5693;N;SupInc;N
101031;4;8;2711,53;1043,18;53;89360,95;86443,04581;N;SupInc;N
101032;5;5;424,96;464,70;27;33625,78;26953,60439;N;Med;N
101033;18;32;12235,45;21217,68;50;361148,03;336453,5605;N;SupCom;N
101034;4;3;533,11;127,13;33;24751,94;17871,11071;N;Bas;N
101035;12;8;14657,18;10477,33;53;89272,35;68071,49008;N;SupInc;S
101036;3;5;14022,39;3641,13;34;103932,26;98920,32823;N;SupCom;S
101037;1;1;1368,48;1330,47;33;56875,01;40496,2705;N;Med;N
101038;15;6;11468,68;3193,00;24;117294,97;80478,12664;N;Med;N
101039;3;3;1489,49;499,36;40;78206,21;64694,18293;N;Med;N
101040;17;22;14379,57;2651,31;53;164572,32;112523,3983;N;Med;N
101041;10;3;1827,14;263,02;52;24911,34;17089,2388;N;Med;N
101042;3;3;940,80;596,95;30;29651,33;27110,50523;N;SupInc;S
101043;4;5;2114,13;819,80;24;63258,66;60325,64505;N;SupInc;N
101044;9;15;4076,54;556,24;47;61070,46;42890,27686;N;SupInc;N
101045;1;1;1773,38;1771,03;35;27885,55;23448,28502;N;Bas;N
101046;4;9;8581,60;699,90;36;84259,43;63107,27365;N;SupInc;N
101047;5;13;7159,15;728,01;42;90218,61;79557,33648;N;SupInc;N
101048;4;7;7526,50;2782,93;38;71659,84;65476,57284;N;SupCom;S
101049;14;12;34731,37;22422,51;47;160359,33;146243,7459;N;Med;S
101050;1;9;7174,26;2682,54;29;53966,43;48447,82767;N;SupCom;S
101051;0;1;312,96;170,19;30;38617,65;38478,26355;N;SupCom;N
101052;9;12;3315,09;778,75;41;88750,74;73114,50236;N;SupCom;N
101053;6;5;5046,78;672,24;29;51586,77;37362,56198;N;Med;N
101054;17;10;5019,18;14122,17;28;145092,90;131897,1342;N;SupInc;N
101055;0;2;89,23;115,41;32;23970,47;23257,92008;N;SupCom;N
101056;10;5;1763,33;334,35;56;49145,74;37287,76459;N;Bas;N
101057;25;5;4402,84;563,27;32;22109,88;18127,41055;N;SupCom;N
101058;3;3;2158,58;1071,34;29;23568,49;16442,2988;N;SupInc;S
101059;3;1;1026,01;1265,26;27;18039,55;14035,70867;N;SupInc;S
101060;2;5;6747,69;2176,66;51;53096,13;49030,10551;N;Med;N
101061;5;8;938,88;361,13;45;31484,67;28965,76692;N;SupCom;N
101062;3;3;2160,15;1127,70;42;79025,16;56108,10732;N;SupInc;N
101063;5;8;7087,91;5733,58;41;42233,26;37092,44994;N;SupInc;S
101064;4;4;763,37;135,34;38;30303,16;24303,86371;N;SupInc;N
101065;3;3;3414,51;934,60;32;50933,83;39267,05308;N;Bas;S
101066;9;9;3457,65;4691,07;40;50662,65;35621,65791;N;SupInc;S
101067;10;2;4055,12;667,70;32;38493,63;36199,09591;N;SupCom;N
101068;5;17;4584,66;1215,14;57;65423,71;49819,05091;N;SupCom;N
101069;8;7;5932,03;3683,50;42;67104,48;61615,82653;N;SupCom;S
101070;4;1;886,48;686,93;30;19833,81;15646,73854;N;Med;S
101071;12;9;4324,09;1355,12;35;36340,42;34160,36864;N;SupInc;N
101072;2;1;963,71;217,09;39;23329,51;21059,22108;N;SupCom;N
101073;11;19;2405,25;1512,76;48;66754,54;64067,16115;N;Med;N
101074;2;16;1429,65;751,69;37;19172,84;15294,41803;N;SupInc;N
101075;24;25;15728,24;3966,11;43;161635,24;114892,2877;N;SupCom;N
101076;5;7;8854,77;2790,03;37;74137,41;55569,54098;N;SupCom;S
101077;2;3;601,96;107,44;38;18461,81;12535,14122;N;Med;N
101078;5;1;625,09;382,74;41;29822,87;27980,72036;N;SupCom;N
101079;0;5;2654,45;741,66;36;75424,24;69382,60124;N;SupInc;N
101080;3;0;6857,90;2717,87;31;99963,88;87598,11487;N;Med;N
101081;3;2;302,80;295,26;53;35327,38;28219,71857;N;SupInc;N
101082;4;0;502,31;589,16;33;29760,93;23258,50691;N;Posg;S
101083;6;19;3223,17;815,16;44;67094,69;65409,51352;N;SupInc;N
101084;1;3;932,48;190,57;40;15309,05;12446,50513;N;Med;N
101085;1;0;765,59;265,04;49;16743,96;13400,3853;N;SupCom;N
101086;1;4;1422,43;883,88;22;60696,88;46472,00091;N;SupCom;S
101087;2;1;170,97;70,18;30;21432,83;15038,76143;N;SupCom;N
101088;5;8;913,68;277,95;33;20939,67;20087,97548;N;SupCom;N
101089;17;14;2336,31;1144,30;36;99693,42;89664,55556;N;SupInc;N
101090;9;8;4157,91;1688,93;33;55517,04;38709,20579;N;SupInc;N
101091;2;2;925,86;748,88;25;31241,13;30806,71492;N;SupCom;N
101092;11;15;5817,23;3676,07;55;62597,60;50625,54723;N;SupCom;N
101093;10;6;2588,54;2140,39;24;88739,21;77723,90611;N;Med;N
101094;0;1;769,63;160,91;22;17064,58;15988,64921;N;Med;N
101095;2;0;1367,32;675,23;24;27594,18;20774,8995;N;Posg;S
101096;0;1;1313,98;191,20;21;37242,79;27913,44414;N;SupCom;N
101097;8;2;4999,82;5498,72;20;104157,41;76432,77906;N;SupInc;N
101098;10;12;12789,58;8809,29;30;199068,88;154903,297;N;Med;N
101099;10;9;27179,65;1901,88;38;61049,00;54756,88896;N;Med;N
101100;1;3;6184,18;440,50;22;58496,78;53403,57989;N;Med;S
101101;2;1;1404,40;2257,00;29;25791,50;17965,37069;N;Med;S
101102;2;1;2426,38;476,11;47;61484,20;57198,52888;N;SupInc;N
101103;4;5;11189,60;23709,01;23;176417,62;158290,7499;N;SupCom;N
101104;1;0;4392,03;837,53;21;43214,26;39225,05719;N;SupInc;N
101105;3;2;2248,62;688,70;29;17880,15;14609,69858;N;SupCom;S
101106;1;4;588,24;226,22;41;29891,25;23855,91016;N;Bas;N
101107;3;3;614,22;313,72;21;46268,46;38205,04221;N;SupCom;N
101108;3;3;1109,52;648,28;43;23173,12;19602,1661;N;Bas;N
101109;1;1;1787,39;616,94;35;61258,58;58457,64771;N;SupInc;N
101110;19;20;9915,49;6281,28;45;155599,93;122606,9432;N;SupCom;N
